"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2009"	"2009"	422	2896843	14.568
	"Arkansas"	"05"	"2010"	"2010"	447	2915918	15.330
	"Arkansas"	"05"	"2011"	"2011"	462	2937979	15.725
	"Arkansas"	"05"	"2012"	"2012"	485	2949131	16.446
	"Arkansas"	"05"	"2013"	"2013"	516	2959373	17.436
	"Arkansas"	"05"	"2014"	"2014"	515	2966369	17.361
	"Arkansas"	"05"	"2015"	"2015"	577	2978204	19.374
	"Arkansas"	"05"	"2016"	"2016"	555	2988248	18.573
	"Arkansas"	"05"	"2017"	"2017"	631	3004279	21.003
	"Arkansas"	"05"	"2018"	"2018"	554	3013825	18.382
	"Arkansas"	"05"	"2019"	"2019"	548	3017804	18.159
	"Arkansas"	"05"	"2020 "	"2020"	583	3030522	19.238
"Total"	"Arkansas"	"05"			10099	63181817	15.984
	"California"	"06"	"1999"	"1999"	3077	33499204	9.185
	"California"	"06"	"2000"	"2000"	2969	33871648	8.765
	"California"	"06"	"2001"	"2001"	2831	34479458	8.211
	"California"	"06"	"2002"	"2002"	3228	34871843	9.257
	"California"	"06"	"2003"	"2003"	3397	35253159	9.636
	"California"	"06"	"2004"	"2004"	3368	35574576	9.467
	"California"	"06"	"2005"	"2005"	3206	35827943	8.948
	"California"	"06"	"2006"	"2006"	3334	36021202	9.256
	"California"	"06"	"2007"	"2007"	3602	36250311	9.936
	"California"	"06"	"2008"	"2008"	3775	36604337	10.313
	"California"	"06"	"2009"	"2009"	3823	36961229	10.343
	"California"	"06"	"2010"	"2010"	3913	37253956	10.504
	"California"	"06"	"2011"	"2011"	3996	37691912	10.602
	"California"	"06"	"2012"	"2012"	3893	38041430	10.234
	"California"	"06"	"2013"	"2013"	4025	38332521	10.500
	"California"	"06"	"2014"	"2014"	4214	38802500	10.860
	"California"	"06"	"2015"	"2015"	4167	39144818	10.645
	"California"	"06"	"2016"	"2016"	4294	39250017	10.940
	"California"	"06"	"2017"	"2017"	4312	39536653	10.906
	"California"	"06"	"2018"	"2018"	4491	39557045	11.353
	"California"	"06"	"2019"	"2019"	4436	39512223	11.227
	"California"	"06"	"2020 "	"2020"	4144	39368078	10.526
"Total"	"California"	"06"			82495	815706063	10.113
	"Colorado"	"08"	"1999"	"1999"	574	4226018	13.583
	"Colorado"	"08"	"2000"	"2000"	613	4301261	14.252
	"Colorado"	"08"	"2001"	"2001"	722	4425687	16.314
	"Colorado"	"08"	"2002"	"2002"	727	4490406	16.190
	"Colorado"	"08"	"2003"	"2003"	728	4528732	16.075
	"Colorado"	"08"	"2004"	"2004"	797	4575013	17.421
	"Colorado"	"08"	"2005"	"2005"	800	4631888	17.272
	"Colorado"	"08"	"2006"	"2006"	730	4720423	15.465
	"Colorado"	"08"	"2007"	"2007"	811	4803868	16.882
	"Colorado"	"08"	"2008"	"2008"	803	4889730	16.422
	"Colorado"	"08"	"2009"	"2009"	941	4972195	18.925
	"Colorado"	"08"	"2010"	"2010"	865	5029196	17.200
	"Colorado"	"08"	"2011"	"2011"	913	5116796	17.843
	"Colorado"	"08"	"2012"	"2012"	1052	5187582	20.279
	"Colorado"	"08"	"2013"	"2013"	1007	5268367	19.114
	"Colorado"	"08"	"2014"	"2014"	1083	5355866	20.221
	"Colorado"	"08"	"2015"	"2015"	1093	5456574	20.031
	"Colorado"	"08"	"2016"	"2016"	1168	5540545	21.081
	"Colorado"	"08"	"2017"	"2017"	1181	5607154	21.062
	"Colorado"	"08"	"2018"	"2018"	1282	5695564	22.509
	"Colorado"	"08"	"2019"	"2019"	1312	5758736	22.783
	"Colorado"	"08"	"2020 "	"2020"	1302	5807719	22.418
"Total"	"Colorado"	"08"			20504	110389320	18.574
	"Connecticut"	"09"	"1999"	"1999"	274	3386401	8.091
	"Connecticut"	"09"	"2000"	"2000"	304	3405565	8.927
	"Connecticut"	"09"	"2001"	"2001"	283	3432835	8.244
	"Connecticut"	"09"	"2002"	"2002"	260	3458749	7.517
	"Connecticut"	"09"	"2003"	"2003"	272	3484336	7.806
	"Connecticut"	"09"	"2004"	"2004"	294	3496094	8.409
	"Connecticut"	"09"	"2005"	"2005"	295	3506956	8.412
	"Connecticut"	"09"	"2006"	"2006"	292	3517460	8.301
	"Connecticut"	"09"	"2007"	"2007"	271	3527270	7.683
	"Connecticut"	"09"	"2008"	"2008"	315	3545579	8.884
	"Connecticut"	"09"	"2009"	"2009"	316	3561807	8.872
	"Connecticut"	"09"	"2010"	"2010"	353	3574097	9.877
	"Connecticut"	"09"	"2011"	"2011"	370	3580709	10.333
	"Connecticut"	"09"	"2012"	"2012"	368	3590347	10.250
	"Connecticut"	"09"	"2013"	"2013"	330	3596080	9.177
	"Connecticut"	"09"	"2014"	"2014"	379	3596677	10.538
	"Connecticut"	"09"	"2015"	"2015"	384	3590886	10.694
	"Connecticut"	"09"	"2016"	"2016"	397	3576452	11.100
	"Connecticut"	"09"	"2017"	"2017"	405	3588184	11.287
	"Connecticut"	"09"	"2018"	"2018"	419	3572665	11.728
	"Connecticut"	"09"	"2019"	"2019"	435	3565287	12.201
	"Connecticut"	"09"	"2020 "	"2020"	364	3557006	10.233
"Total"	"Connecticut"	"09"			7380	77711442	9.497
	"Delaware"	"10"	"1999"	"1999"	86	774990	11.097
	"Delaware"	"10"	"2000"	"2000"	82	783600	10.465
	"Delaware"	"10"	"2001"	"2001"	108	795699	13.573
	"Delaware"	"10"	"2002"	"2002"	74	806169	9.179
	"Delaware"	"10"	"2003"	"2003"	94	818003	11.491
	"Delaware"	"10"	"2004"	"2004"	93	830803	11.194
	"Delaware"	"10"	"2005"	"2005"	83	845150	9.821
	"Delaware"	"10"	"2006"	"2006"	91	859268	10.590
	"Delaware"	"10"	"2007"	"2007"	95	871749	10.898
	"Delaware"	"10"	"2008"	"2008"	109	883874	12.332
	"Delaware"	"10"	"2009"	"2009"	107	891730	11.999
	"Delaware"	"10"	"2010"	"2010"	106	897934	11.805
	"Delaware"	"10"	"2011"	"2011"	105	907135	11.575
	"Delaware"	"10"	"2012"	"2012"	125	917092	13.630
	"Delaware"	"10"	"2013"	"2013"	122	925749	13.179
	"Delaware"	"10"	"2014"	"2014"	126	935614	13.467
	"Delaware"	"10"	"2015"	"2015"	122	945934	12.897
	"Delaware"	"10"	"2016"	"2016"	119	952065	12.499
	"Delaware"	"10"	"2017"	"2017"	112	961939	11.643
	"Delaware"	"10"	"2018"	"2018"	113	967171	11.684
	"Delaware"	"10"	"2019"	"2019"	111	973764	11.399
	"Delaware"	"10"	"2020 "	"2020"	124	986809	12.566
"Total"	"Delaware"	"10"			2307	19532241	11.811
	"District of Columbia"	"11"	"1999"	"1999"	30	570213	5.261
	"District of Columbia"	"11"	"2000"	"2000"	23	572059	4.021
	"District of Columbia"	"11"	"2001"	"2001"	40	574504	6.963
	"District of Columbia"	"11"	"2002"	"2002"	31	573158	5.409
	"District of Columbia"	"11"	"2003"	"2003"	36	568502	6.332
	"District of Columbia"	"11"	"2004"	"2004"	33	567754	5.812
	"District of Columbia"	"11"	"2005"	"2005"	33	567136	5.819
	"District of Columbia"	"11"	"2006"	"2006"	30	570681	5.257
	"District of Columbia"	"11"	"2007"	"2007"	36	574404	6.267
	"District of Columbia"	"11"	"2008"	"2008"	43	580236	7.411
	"District of Columbia"	"11"	"2009"	"2009"	29	592228	4.897
	"District of Columbia"	"11"	"2010"	"2010"	41	601723	6.814
	"District of Columbia"	"11"	"2011"	"2011"	37	617996	5.987
	"District of Columbia"	"11"	"2012"	"2012"	37	632323	5.851
	"District of Columbia"	"11"	"2013"	"2013"	38	646449	5.878
	"District of Columbia"	"11"	"2014"	"2014"	52	658893	7.892
	"District of Columbia"	"11"	"2015"	"2015"	34	672228	5.058
	"District of Columbia"	"11"	"2016"	"2016"	40	681170	5.872
	"District of Columbia"	"11"	"2017"	"2017"	47	693972	6.773
	"District of Columbia"	"11"	"2018"	"2018"	54	702455	7.687
	"District of Columbia"	"11"	"2019"	"2019"	44	705749	6.235
	"District of Columbia"	"11"	"2020 "	"2020"	38	712816	5.331
"Total"	"District of Columbia"	"11"			826	13636649	6.057
	"Florida"	"12"	"1999"	"1999"	2029	15759421	12.875
	"Florida"	"12"	"2000"	"2000"	2086	15982378	13.052
	"Florida"	"12"	"2001"	"2001"	2314	16356966	14.147
	"Florida"	"12"	"2002"	"2002"	2338	16689370	14.009
	"Florida"	"12"	"2003"	"2003"	2297	17004085	13.509
	"Florida"	"12"	"2004"	"2004"	2389	17415318	13.718
	"Florida"	"12"	"2005"	"2005"	2347	17842038	13.154
	"Florida"	"12"	"2006"	"2006"	2440	18166990	13.431
	"Florida"	"12"	"2007"	"2007"	2587	18367842	14.084
	"Florida"	"12"	"2008"	"2008"	2740	18527305	14.789
	"Florida"	"12"	"2009"	"2009"	2858	18652644	15.322
	"Florida"	"12"	"2010"	"2010"	2789	18801310	14.834
	"Florida"	"12"	"2011"	"2011"	2880	19057542	15.112
	"Florida"	"12"	"2012"	"2012"	3002	19317568	15.540
	"Florida"	"12"	"2013"	"2013"	2928	19552860	14.975
	"Florida"	"12"	"2014"	"2014"	3035	19893297	15.256
	"Florida"	"12"	"2015"	"2015"	3205	20271272	15.811
	"Florida"	"12"	"2016"	"2016"	3143	20612439	15.248
	"Florida"	"12"	"2017"	"2017"	3227	20984400	15.378
	"Florida"	"12"	"2018"	"2018"	3567	21299325	16.747
	"Florida"	"12"	"2019"	"2019"	3465	21477737	16.133
	"Florida"	"12"	"2020 "	"2020"	3135	21733312	14.425
"Total"	"Florida"	"12"			60801	413765419	14.695
	"Georgia"	"13"	"1999"	"1999"	873	8045965	10.850
	"Georgia"	"13"	"2000"	"2000"	847	8186453	10.346
	"Georgia"	"13"	"2001"	"2001"	935	8377038	11.161
	"Georgia"	"13"	"2002"	"2002"	909	8508256	10.684
	"Georgia"	"13"	"2003"	"2003"	972	8622793	11.272
	"Georgia"	"13"	"2004"	"2004"	973	8769252	11.096
	"Georgia"	"13"	"2005"	"2005"	924	8925922	10.352
	"Georgia"	"13"	"2006"	"2006"	923	9155813	10.081
	"Georgia"	"13"	"2007"	"2007"	997	9349988	10.663
	"Georgia"	"13"	"2008"	"2008"	981	9504843	10.321
	"Georgia"	"13"	"2009"	"2009"	1134	9620846	11.787
	"Georgia"	"13"	"2010"	"2010"	1133	9687653	11.695
	"Georgia"	"13"	"2011"	"2011"	1157	9815210	11.788
	"Georgia"	"13"	"2012"	"2012"	1168	9919945	11.774
	"Georgia"	"13"	"2013"	"2013"	1212	9992167	12.130
	"Georgia"	"13"	"2014"	"2014"	1295	10097343	12.825
	"Georgia"	"13"	"2015"	"2015"	1317	10214860	12.893
	"Georgia"	"13"	"2016"	"2016"	1409	10310371	13.666
	"Georgia"	"13"	"2017"	"2017"	1451	10429379	13.913
	"Georgia"	"13"	"2018"	"2018"	1569	10519475	14.915
	"Georgia"	"13"	"2019"	"2019"	1585	10617423	14.928
	"Georgia"	"13"	"2020 "	"2020"	1491	10710017	13.922
"Total"	"Georgia"	"13"			25255	209381012	12.062
	"Hawaii"	"15"	"1999"	"1999"	136	1210300	11.237
	"Hawaii"	"15"	"2000"	"2000"	137	1211537	11.308
	"Hawaii"	"15"	"2001"	"2001"	136	1225948	11.093
	"Hawaii"	"15"	"2002"	"2002"	120	1239613	9.680
	"Hawaii"	"15"	"2003"	"2003"	131	1251154	10.470
	"Hawaii"	"15"	"2004"	"2004"	116	1273569	9.108
	"Hawaii"	"15"	"2005"	"2005"	107	1292729	8.277
	"Hawaii"	"15"	"2006"	"2006"	120	1309731	9.162
	"Hawaii"	"15"	"2007"	"2007"	133	1315675	10.109
	"Hawaii"	"15"	"2008"	"2008"	133	1332213	9.983
	"Hawaii"	"15"	"2009"	"2009"	175	1346717	12.995
	"Hawaii"	"15"	"2010"	"2010"	207	1360301	15.217
	"Hawaii"	"15"	"2011"	"2011"	181	1374810	13.165
	"Hawaii"	"15"	"2012"	"2012"	190	1392313	13.646
	"Hawaii"	"15"	"2013"	"2013"	171	1404054	12.179
	"Hawaii"	"15"	"2014"	"2014"	204	1419561	14.371
	"Hawaii"	"15"	"2015"	"2015"	201	1431603	14.040
	"Hawaii"	"15"	"2016"	"2016"	174	1428557	12.180
	"Hawaii"	"15"	"2017"	"2017"	227	1427538	15.902
	"Hawaii"	"15"	"2018"	"2018"	176	1420491	12.390
	"Hawaii"	"15"	"2019"	"2019"	224	1415872	15.821
	"Hawaii"	"15"	"2020 "	"2020"	184	1407006	13.077
"Total"	"Hawaii"	"15"			3583	29491292	12.149
	"Idaho"	"16"	"1999"	"1999"	181	1275674	14.189
	"Idaho"	"16"	"2000"	"2000"	167	1293953	12.906
	"Idaho"	"16"	"2001"	"2001"	210	1319962	15.910
	"Idaho"	"16"	"2002"	"2002"	202	1340372	15.070
	"Idaho"	"16"	"2003"	"2003"	217	1363380	15.916
	"Idaho"	"16"	"2004"	"2004"	236	1391802	16.956
	"Idaho"	"16"	"2005"	"2005"	228	1428241	15.964
	"Idaho"	"16"	"2006"	"2006"	222	1468669	15.116
	"Idaho"	"16"	"2007"	"2007"	223	1505105	14.816
	"Idaho"	"16"	"2008"	"2008"	252	1534320	16.424
	"Idaho"	"16"	"2009"	"2009"	304	1554439	19.557
	"Idaho"	"16"	"2010"	"2010"	290	1567582	18.500
	"Idaho"	"16"	"2011"	"2011"	281	1584985	17.729
	"Idaho"	"16"	"2012"	"2012"	297	1595728	18.612
	"Idaho"	"16"	"2013"	"2013"	308	1612136	19.105
	"Idaho"	"16"	"2014"	"2014"	320	1634464	19.578
	"Idaho"	"16"	"2015"	"2015"	359	1654930	21.693
	"Idaho"	"16"	"2016"	"2016"	351	1683140	20.854
	"Idaho"	"16"	"2017"	"2017"	392	1716943	22.831
	"Idaho"	"16"	"2018"	"2018"	417	1754208	23.771
	"Idaho"	"16"	"2019"	"2019"	365	1787065	20.425
	"Idaho"	"16"	"2020 "	"2020"	419	1826913	22.935
"Total"	"Idaho"	"16"			6241	33894011	18.413
	"Illinois"	"17"	"1999"	"1999"	1020	12359020	8.253
	"Illinois"	"17"	"2000"	"2000"	1003	12419293	8.076
	"Illinois"	"17"	"2001"	"2001"	1139	12488445	9.120
	"Illinois"	"17"	"2002"	"2002"	1145	12525556	9.141
	"Illinois"	"17"	"2003"	"2003"	1011	12556006	8.052
	"Illinois"	"17"	"2004"	"2004"	1028	12589773	8.165
	"Illinois"	"17"	"2005"	"2005"	1086	12609903	8.612
	"Illinois"	"17"	"2006"	"2006"	1010	12643955	7.988
	"Illinois"	"17"	"2007"	"2007"	1108	12695866	8.727
	"Illinois"	"17"	"2008"	"2008"	1198	12747038	9.398
	"Illinois"	"17"	"2009"	"2009"	1177	12796778	9.198
	"Illinois"	"17"	"2010"	"2010"	1178	12830632	9.181
	"Illinois"	"17"	"2011"	"2011"	1226	12869257	9.527
	"Illinois"	"17"	"2012"	"2012"	1292	12875255	10.035
	"Illinois"	"17"	"2013"	"2013"	1321	12882135	10.255
	"Illinois"	"17"	"2014"	"2014"	1398	12880580	10.854
	"Illinois"	"17"	"2015"	"2015"	1363	12859995	10.599
	"Illinois"	"17"	"2016"	"2016"	1415	12801539	11.053
	"Illinois"	"17"	"2017"	"2017"	1474	12802023	11.514
	"Illinois"	"17"	"2018"	"2018"	1488	12741080	11.679
	"Illinois"	"17"	"2019"	"2019"	1439	12671821	11.356
	"Illinois"	"17"	"2020 "	"2020"	1362	12587530	10.820
"Total"	"Illinois"	"17"			26881	279233480	9.627
	"Indiana"	"18"	"1999"	"1999"	628	6044969	10.389
	"Indiana"	"18"	"2000"	"2000"	683	6080485	11.233
	"Indiana"	"18"	"2001"	"2001"	715	6127760	11.668
	"Indiana"	"18"	"2002"	"2002"	743	6155967	12.070
	"Indiana"	"18"	"2003"	"2003"	736	6196638	11.877
	"Indiana"	"18"	"2004"	"2004"	704	6233007	11.295
	"Indiana"	"18"	"2005"	"2005"	745	6278616	11.866
	"Indiana"	"18"	"2006"	"2006"	824	6332669	13.012
	"Indiana"	"18"	"2007"	"2007"	790	6379599	12.383
	"Indiana"	"18"	"2008"	"2008"	809	6424806	12.592
	"Indiana"	"18"	"2009"	"2009"	828	6459325	12.819
	"Indiana"	"18"	"2010"	"2010"	864	6483802	13.326
	"Indiana"	"18"	"2011"	"2011"	881	6516922	13.519
	"Indiana"	"18"	"2012"	"2012"	940	6537334	14.379
	"Indiana"	"18"	"2013"	"2013"	944	6570902	14.366
	"Indiana"	"18"	"2014"	"2014"	948	6596855	14.370
	"Indiana"	"18"	"2015"	"2015"	960	6619680	14.502
	"Indiana"	"18"	"2016"	"2016"	1034	6633053	15.589
	"Indiana"	"18"	"2017"	"2017"	1092	6666818	16.380
	"Indiana"	"18"	"2018"	"2018"	1079	6691878	16.124
	"Indiana"	"18"	"2019"	"2019"	972	6732219	14.438
	"Indiana"	"18"	"2020 "	"2020"	1024	6754953	15.159
"Total"	"Indiana"	"18"			18943	141518257	13.386
	"Iowa"	"19"	"1999"	"1999"	305	2917634	10.454
	"Iowa"	"19"	"2000"	"2000"	289	2926324	9.876
	"Iowa"	"19"	"2001"	"2001"	304	2931997	10.368
	"Iowa"	"19"	"2002"	"2002"	314	2934234	10.701
	"Iowa"	"19"	"2003"	"2003"	352	2941999	11.965
	"Iowa"	"19"	"2004"	"2004"	343	2953635	11.613
	"Iowa"	"19"	"2005"	"2005"	333	2964454	11.233
	"Iowa"	"19"	"2006"	"2006"	334	2982644	11.198
	"Iowa"	"19"	"2007"	"2007"	322	2999212	10.736
	"Iowa"	"19"	"2008"	"2008"	380	3016734	12.596
	"Iowa"	"19"	"2009"	"2009"	361	3032870	11.903
	"Iowa"	"19"	"2010"	"2010"	372	3046355	12.211
	"Iowa"	"19"	"2011"	"2011"	422	3062309	13.780
	"Iowa"	"19"	"2012"	"2012"	383	3074186	12.459
	"Iowa"	"19"	"2013"	"2013"	447	3090416	14.464
	"Iowa"	"19"	"2014"	"2014"	407	3107126	13.099
	"Iowa"	"19"	"2015"	"2015"	433	3123899	13.861
	"Iowa"	"19"	"2016"	"2016"	451	3134693	14.387
	"Iowa"	"19"	"2017"	"2017"	479	3145711	15.227
	"Iowa"	"19"	"2018"	"2018"	490	3156145	15.525
	"Iowa"	"19"	"2019"	"2019"	528	3155070	16.735
	"Iowa"	"19"	"2020 "	"2020"	552	3163561	17.449
"Total"	"Iowa"	"19"			8601	66861208	12.864
	"Kansas"	"20"	"1999"	"1999"	299	2678338	11.164
	"Kansas"	"20"	"2000"	"2000"	325	2688418	12.089
	"Kansas"	"20"	"2001"	"2001"	293	2702162	10.843
	"Kansas"	"20"	"2002"	"2002"	345	2713535	12.714
	"Kansas"	"20"	"2003"	"2003"	347	2723004	12.743
	"Kansas"	"20"	"2004"	"2004"	370	2734373	13.531
	"Kansas"	"20"	"2005"	"2005"	362	2745299	13.186
	"Kansas"	"20"	"2006"	"2006"	379	2762931	13.717
	"Kansas"	"20"	"2007"	"2007"	382	2783785	13.722
	"Kansas"	"20"	"2008"	"2008"	337	2808076	12.001
	"Kansas"	"20"	"2009"	"2009"	382	2832704	13.485
	"Kansas"	"20"	"2010"	"2010"	401	2853118	14.055
	"Kansas"	"20"	"2011"	"2011"	394	2871238	13.722
	"Kansas"	"20"	"2012"	"2012"	502	2885905	17.395
	"Kansas"	"20"	"2013"	"2013"	425	2893957	14.686
	"Kansas"	"20"	"2014"	"2014"	455	2904021	15.668
	"Kansas"	"20"	"2015"	"2015"	477	2911641	16.383
	"Kansas"	"20"	"2016"	"2016"	514	2907289	17.680
	"Kansas"	"20"	"2017"	"2017"	553	2913123	18.983
	"Kansas"	"20"	"2018"	"2018"	556	2911505	19.097
	"Kansas"	"20"	"2019"	"2019"	523	2913314	17.952
	"Kansas"	"20"	"2020 "	"2020"	531	2913805	18.224
"Total"	"Kansas"	"20"			9152	62051541	14.749
	"Kentucky"	"21"	"1999"	"1999"	470	4018053	11.697
	"Kentucky"	"21"	"2000"	"2000"	521	4041769	12.890
	"Kentucky"	"21"	"2001"	"2001"	495	4068132	12.168
	"Kentucky"	"21"	"2002"	"2002"	540	4089875	13.203
	"Kentucky"	"21"	"2003"	"2003"	567	4117170	13.772
	"Kentucky"	"21"	"2004"	"2004"	560	4146101	13.507
	"Kentucky"	"21"	"2005"	"2005"	566	4182742	13.532
	"Kentucky"	"21"	"2006"	"2006"	622	4219239	14.742
	"Kentucky"	"21"	"2007"	"2007"	649	4256672	15.247
	"Kentucky"	"21"	"2008"	"2008"	612	4289878	14.266
	"Kentucky"	"21"	"2009"	"2009"	592	4317074	13.713
	"Kentucky"	"21"	"2010"	"2010"	631	4339367	14.541
	"Kentucky"	"21"	"2011"	"2011"	675	4369356	15.449
	"Kentucky"	"21"	"2012"	"2012"	724	4380415	16.528
	"Kentucky"	"21"	"2013"	"2013"	701	4395295	15.949
	"Kentucky"	"21"	"2014"	"2014"	728	4413457	16.495
	"Kentucky"	"21"	"2015"	"2015"	776	4425092	17.536
	"Kentucky"	"21"	"2016"	"2016"	756	4436974	17.039
	"Kentucky"	"21"	"2017"	"2017"	770	4454189	17.287
	"Kentucky"	"21"	"2018"	"2018"	800	4468402	17.903
	"Kentucky"	"21"	"2019"	"2019"	756	4467673	16.922
	"Kentucky"	"21"	"2020 "	"2020"	801	4477251	17.890
"Total"	"Kentucky"	"21"			14312	94374176	15.165
	"Louisiana"	"22"	"1999"	"1999"	518	4460811	11.612
	"Louisiana"	"22"	"2000"	"2000"	468	4468976	10.472
	"Louisiana"	"22"	"2001"	"2001"	493	4477875	11.010
	"Louisiana"	"22"	"2002"	"2002"	499	4497267	11.096
	"Louisiana"	"22"	"2003"	"2003"	461	4521042	10.197
	"Louisiana"	"22"	"2004"	"2004"	537	4552238	11.796
	"Louisiana"	"22"	"2005"	"2005"	505	4576628	11.034
	"Louisiana"	"22"	"2006"	"2006"	492	4302665	11.435
	"Louisiana"	"22"	"2007"	"2007"	522	4375581	11.930
	"Louisiana"	"22"	"2008"	"2008"	532	4435586	11.994
	"Louisiana"	"22"	"2009"	"2009"	490	4491648	10.909
	"Louisiana"	"22"	"2010"	"2010"	557	4533372	12.287
	"Louisiana"	"22"	"2011"	"2011"	573	4574836	12.525
	"Louisiana"	"22"	"2012"	"2012"	567	4601893	12.321
	"Louisiana"	"22"	"2013"	"2013"	583	4625470	12.604
	"Louisiana"	"22"	"2014"	"2014"	679	4649676	14.603
	"Louisiana"	"22"	"2015"	"2015"	722	4670724	15.458
	"Louisiana"	"22"	"2016"	"2016"	677	4681666	14.461
	"Louisiana"	"22"	"2017"	"2017"	720	4684333	15.370
